variable_x,variable_y,source_x,source_y,correlation_method,r,p_value,n_rows,n_participants,city,season,wearable_field_indicator_flag,status,notes
Humi_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.0569893762048082,0.5979209069370413,88,13,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.04105546823977778,0.7041028849048868,88,13,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.0015680243179464863,0.988431829623317,88,13,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.12143249017196299,0.24624789935023877,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.10071636020234417,0.33676212494065066,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.259120204613009,0.012139512928613717,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.30628887570364166,0.0028273778327674776,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.015798517356822115,0.8805246343352677,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.4496404373905644,6.141835692149842e-06,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.4178009547837596,3.087884714056873e-05,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.16719187501783267,0.10919311904041068,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.025742978234548453,0.8065034494287422,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.44166644257166915,9.345842488887962e-06,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.46450452966239913,2.728712713805052e-06,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.25210923674107316,0.014773336201045388,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,,,11,3,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,INSUFFICIENT_DATA,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,,,11,3,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,INSUFFICIENT_DATA,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,,,11,3,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,INSUFFICIENT_DATA,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,,,11,3,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,INSUFFICIENT_DATA,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.1586945416315105,0.1286763926759038,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.10324785010018962,0.32469532273597845,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.14455490413677904,0.16683173251546468,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.11734965549650266,0.262607607586962,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.1972897235856017,0.05802130032141337,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.07443488566246263,0.4782622707087126,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.15571864061088975,0.13609425994683547,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.16824684509839166,0.10694365654032395,93,14,Thessaloniki,Summer,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Temp_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.11792726399836238,0.41471042250390977,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Temp_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.15684550275141199,0.2766996158916193,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Temp_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.10081812478305582,0.486028857614819,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Temp_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.027026986571276498,0.8522017454226336,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.019685109886805333,0.8920685799090421,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.034447623798254265,0.8122758696200776,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.15327808389038194,0.2879081226165542,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
Humi_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.27409960934774835,0.05407638983644421,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.23731950631109539,0.0970231426396949,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.3829299171876021,0.0060563537397616655,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.28971008938093645,0.04127667668794363,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
PM25_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.0006170831533181657,0.9966065510864118,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.20270773155949143,0.15800539730084318,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.13522104575439292,0.34912746465914835,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.1250921965710753,0.3867260057420128,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
TVOC_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.0350554489001483,0.8090249456781675,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.11792544458802515,0.41471767261222003,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.032554569975728496,0.8224206368342686,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.029047679814435894,0.8412888293354175,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO2_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.006806431142672799,0.962583417611188,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.30433101488334147,0.08012832877509245,34,6,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.006121241138309502,0.9725917816241882,34,6,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.1322580402654623,0.4558914011924099,34,6,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
CO_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.20451132368957728,0.24596560448703192,34,6,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.14833429462956665,0.3039245832820807,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.054590855591636706,0.7065205413612692,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.004950685955455451,0.9727803415862629,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
O3_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.0554809431568613,0.70195565843606,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepTotal,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.1291684933470533,0.37131602265483876,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepLight,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.21938062767278638,0.12583505664176675,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepDeep,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,0.2067396005208861,0.14972321324436333,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
NO2_uHoo,SleepREM,residential uHoo IAQ,Garmin-derived wearable sleep indicator,Pearson,-0.062670035857365,0.6654789590226434,50,8,Thessaloniki,Winter,wearable-derived field indicator; not clinical or polysomnography-equivalent,PASS,Aggregate pairwise complete correlation; participant-night rows not exported.
