city,season,source_device,exposure_metric,date_min,date_max,participants,participant_days,median_days_per_participant,max_days_per_participant,pm25_participant_day_mean,pm25_participant_weighted_mean,pm25_median,pm25_sd,pm10_participant_day_mean,pm10_participant_weighted_mean,pm10_median,pm10_sd,city_season_dates,status,notes
Milan,Summer,ICARUS PPM personal portable particulate monitor,Daily personal PM from common-support ICARUS PPM PM1/PM2.5/PM10 timestamp triplets,2019-06-11,2019-07-01,54,526,8.0,20,23.388897228595752,23.730143896090336,20.166514067521895,14.248260173268273,26.14691287577547,26.522513305356387,22.198124209715147,17.05446895375208,21,PASS,Aggregate city-season exposure distribution; participant-day input was kept in memory only.
Milan,Winter,ICARUS PPM personal portable particulate monitor,Daily personal PM from common-support ICARUS PPM PM1/PM2.5/PM10 timestamp triplets,2019-01-09,2019-02-17,45,572,8.0,40,35.48420140748478,38.501647088006706,33.58350620204615,19.491057317997644,40.51737128849427,43.59210214210997,38.01569051928107,21.720202934783526,40,PASS,Aggregate city-season exposure distribution; participant-day input was kept in memory only.
Thessaloniki,Summer,ICARUS PPM personal portable particulate monitor,Daily personal PM from common-support ICARUS PPM PM1/PM2.5/PM10 timestamp triplets,2019-06-01,2019-07-29,51,709,10.0,37,21.91319773809916,24.07395504364929,19.163524976437323,18.296197934387205,26.338248770665988,28.989513731253727,21.798071387449628,20.878983133114332,59,PASS,Aggregate city-season exposure distribution; participant-day input was kept in memory only.
Thessaloniki,Winter,ICARUS PPM personal portable particulate monitor,Daily personal PM from common-support ICARUS PPM PM1/PM2.5/PM10 timestamp triplets,2018-12-16,2019-01-24,57,620,8.0,39,34.88855370646483,33.59877698408235,29.562075068456554,19.720795944008945,38.65905665700921,36.95330878279611,32.62565573770492,21.326730622256655,40,PASS,Aggregate city-season exposure distribution; participant-day input was kept in memory only.
